"id","Codigo","title","country","state","city","address","numero","zipcode","phone","phone2","whatsapp","fax","email","email2","latitude","longitude","tratores","implementos"
"108","621","JIMA - INDUSTRIA E COMERCIO LTDA","Brasil","SP","Jales","Av. Joao Amadeu","3075","15700-000","(17) 3624-4500",,,"(17) 3624-4501","jima.jima@uol.com.br",,"-20.26938000","-50.54774000","0","0"
"109","622","IMPLEMENTOS YAMASHITA LTDA","Brasil","SP","Jundiai","Cx.postal 348 Av. Profª. Maria Do Carmo G. Pellegrine","360","13209-500","(11) 4589-1866",,,"(11) 4589-1866","yamashita@yamashitaonline.com.br",,"-23.17855160","-46.90846020","0","0"
"110","623","SEPAM – SERV. EQUIP. PROD. P/ AGRICULTURA E MAQUINAS LTDA","Brasil","SP","São Carlos","R. Arthur Rodrigues De Castro, Jd. São Paulo","90","13486-171","(19) 3441-0337",,,,"sepam@sepamtratores.com.br",,"-22.55911060","-47.39151620","0","0"
"111","624","CIAMAR COMERCIAL LTDA","Brasil","SP","Marilia","Rua Espanha","193","17519-780","(14) 3401-0333",,,"(14) 3401-0339","ciamar@ciamartratores.com.br",,"-22.21758460","-49.95052910","1","0"
"112","625","CORUJAO COM.REP.DE MAQS.AGRICS.LTDA","Brasil","SP","Mococa","Rodovia Sp 340, Km 271,6",,"13737-627","(19) 3656-2443",,,"(19) 3656-1102","ricardo@corujaotratores.com.br",,"-21.51013940","-47.02185500","1","1"
"113","626","HIRAMAQ PEÇAS COML. AGRÍCOLA LTDA","Brasil","SP","Biritiba-Mirim","Av. Ferdinando Jungers","170","08940-000","(11) 4692-1009",,,,"katia@hiramaq.com.br",,"-23.57282000","-46.03900000","1","0"
"114","627","ROMA TRATORES IMPLS. E PECAS LTDA","Brasil","SP","Presidente Prudente","Av.brasil","2830","19013-002","(18) 3223-1100",,,,"romatrat@stetnet.com.br",,"-22.12381700","-51.39225100","1","0"
"115","628","SEPAM – SERV. EQUIP. PROD. P/ AGRICULTURA E MAQUINAS LTDA","Brasil","SP","São Carlos","R. Arthur Rodrigues De Castro, Jd. São Paulo","90","13570-140","(16) 3368-5011",,,"(16) 3368-5011","sepan@terra.com.br",,"-22.03062640","-47.87507090","0","0"
"116","629","AGRAUPE DISTRIBUIDORA DE PECAS LTDA","Brasil","SP","São Paulo","Rua Brigadeiro Galvao","851","01151-000","(11) 3595-7977",,,"(11) 3828-7976","agraupe@agraupe.com",,"-23.55376000","-46.64228323","0","0"
"117","631","COMERCIAL MOTO JATO LTDA","Brasil","SP","São Paulo","Rua Aroaba, 105 / 111",,"05315-020","(11) 3837-9088",,,"(11) 3832-4087","cintia@motojato.com.br","adm@motojato.com.br","-23.54800000","-47.06296528","0","0"
"118","632","KINOSHITA & UEDA LTDA","Brasil","SP","Sorocaba","Av. Dr. Armando Panunzio","1120","18050-000","(15) 3221-2774",,,"(15) 3221-3280","kinoshita@kinoshita.com.br",,"-23.52308900","-47.49103650","0","0"
"119","633","MIZUTA HISASHI MÁQUINAS E FERRAMENTAS LTDA","Brasil","SP","Taubaté","Av. Independencia","159","12031-001","(12) 3681-2788",,,"(12) 3681-2788","sjc@mizuta.com.br",,"-23.03752790","-45.57916120","0","0"
"120","634","HTM MAQUINARIAS","Argentina",,"Buenos Aires","Ruta Panamericana -km 50.700 - Escobar",,"1625","(54-03488) 420-415",,,"(54-03488) 420-415",,,"0.00000000","0.00000000","0","0"
"121","635","PETELIN MAQUINARIAS","Bolívia",,"Entre Rios","Av. Dr. Casillas - Chajari","1175","3228","(03456) 420-115",,,"(03456) 420-115","petelinmaquinarias@xinet.com.ar",,"0.00000000","0.00000000","0","0"
"122","636","PEDRO S. VILLEGAS S.A","Bolívia",,"Rio Negro","Tronador 1280 - Gral. Roca",,"8332","(02941) 432-899",,,"(02941) 432-899","psvroca@infovia.com.ar",,"0.00000000","0.00000000","0","0"
"123","637","DISTRIBUIDORA SAN RAFAEL","Chile",,"Cochabamba","Calle 25 De Mayo, 580",,,"(591-4) 425-026",,,"(591-4) 411-524","distribuidora_sanrafael@yahoo.com.ar",,"0.00000000","0.00000000","0","0"
"124","638","CASA TOYOSATO","Chile",,"Santa Cruz De La Sierra","Av. Cristobal De Mendoza, 1235 - Entre Av. Alemaña Y Av. Ben",,,"(5913) 342-2221",,,"(5913) 342-2066","toyosato@cotas.com.bo",,"0.00000000","0.00000000","0","0"
"125","639","SARGENT AGRÍCOLA LTDA","Equador",,"Santiago","Av. Presidente Bulnes 205",,,"(56-2) 5103300",,,"(56-2) 6983989","agricola@sargent.biz",,"0.00000000","0.00000000","0","0"
"126","640","ARTHUR FRIED C.A.","Peru",,"Quito","Av. America, N36-169 Y Naciones Unydas",,,"(593-4) 2282-556",,,"(593-4) 2282-696","fried@access.net.ec",,"0.00000000","0.00000000","0","0"
"127","641","ARTHUR FRIED C.A.","Peru",,"Quito","Av. America, N36-169 Y Naciones Unydas",,,"(593-2) 2446-533",,,"(593-2) 2463-854","fried@access.net.ec",,"0.00000000","0.00000000","0","0"
"128","642","FARN SUPPLIES LTDA","Guiana",,"Georgetown","159 Durabana Square / Lamaha Gardens",,,"(59-2) 270-450",,,"(59-2) 270-450","farmsup@telsnet.net",,"0.00000000","0.00000000","0","0"
"129","643","MACHDEAL MATERIALES & EQUIPS","México",,"Cayenne","12, Lotissement Dufounier Pk 2,5 - Route De Baduel",,,"(59-4) 296-600",,,"(59-4) 296-600","purchase2@machdeal.gf",,"0.00000000","0.00000000","0","0"
"130","644","SETAC S.R.L","Uruguai",,"Fernando De La Mora","Ruta Mcal. Estigarribia, 1759 - Km 9",,"2300","(595) 21 502-727",,,"(595) 21 502-727","fdo.comercial@setac.com.py",,"0.00000000","0.00000000","0","0"
"131","645","KASAMATSU S.A.C.I","Uruguai",,"Asuncion","Próceres De Mayo, 130 - Esq. Iribas",,"1209","(595-21) 211-567",,,"(595-21) 211-409","kasa@conexion.com.py",,"0.00000000","0.00000000","0","0"
"132","646","SETAC S.R.L.","Uruguai",,"Santa Rita","Ruta Vi - Km 210 - Fracción Bo. Siñuelo",,,"(595) 986 122600","(595) 983 123110",,,"setac@setac.com.py",,"0.00000000","0.00000000","0","0"
"133","647","SETAC S.R.L.","Uruguai",,"Santa Rita","Ruta Vi - Km 210 - Fracción Bo. Siñuelo",,,"(595) 673220163",,,,"rita.comercial@setac.com.py",,"0.00000000","0.00000000","0","0"
"134","648","CHELIR S.A.","Venezuela",,"Montevideo","Cuareim 1953",,,"598 02 929 0708",,,,"chelir@chelir.com.uy",,"0.00000000","0.00000000","0","0"
"135","649","AGRO INDUSTRIAL OCCIDENTE","Colômbia",,"Mérida","Avenida Paez Nº 15 - 115 Via Aeropuerto - El Vigia",,"4005","(58-261) 717-2345",,,"(58-261) 731-4353","maracaibo@agroindocca.com",,"0.00000000","0.00000000","0","0"
"136","650","AGRO INDUSTRIAL OCCIDENTE","Colômbia",,"Mérida","Avenida Paez Nº 15 - 115 Via Aeropuerto - El Vigia",,"5145","(58-275) 881-2711",,,"(58-275) 881-7898","info@agroindocca.com",,"0.00000000","0.00000000","0","0"
"137","652","MAQNELSON TRATORES E IMPLEMENTOS LTDA","Brasil","BA","Feira De Santana","Av. Presidente Dutra - Bairro Capuchinhos","1484","44076-130","(75) 2101-0444",,"75-99822-8174","(75) 2101-0411","maqnelson@uol.com.br",,"-12.25966260","-38.94723740","0","0"
"138","653","COMÉRCIO DE MÁQUINAS AGRÍCOLAS SIEBEL","Brasil","SC","São Miguel Do Oeste","Rua Xv De Novembro","1120","89900-000","(49) 3622-0414",,,"49 3622 6265","comasi@smo.com.br",,"-26.72989000","-53.51141000","0","0"
"139","657","AUTO PEÇAS MACHADO","Brasil","MT","Cáceres","R. General Osório - Bairro Santa Cruz","2335","78200-971","(65) 3223-6077",,,,"machadorolamentos@gmail.com",,"-16.09019000","-57.68918000","0","0"
"140","658","SERVIRENTAL MAQUINÁRIAS S.A.S.","Colômbia",,"Cartagena","Av. Pedro De Heredia, Calle 32 # 19a -42 Local # 4",,,"+ 57-5 6618484",,,,"gerencia@srmaq.com",,"0.00000000","0.00000000","0","0"
"141","659","CONEXÃO INSUMOS AGRICOLAS LTDA","Brasil","SC","Araranguá","Rua Severino José De Souza - Cidade Alta","78","88900-000","(48) 3522-3040",,,,"suprimentos@agrimeta.com.br",,"-28.94512000","-49.49127000","0","0"
"142","660","PICA PAU COM. DE MAQS. E IMPL. AGRICOLAS LTDA.","Brasil","RO","Cacoal","Av. Castelo Branco","18539","76931-360","(69) 3441-2488",,,,"picapaumaquinas@bol.com.br",,"-11.43549000","-61.46114000","0","0"
"143","661","PIAUI AUTOPEÇAS E SERVIÇOS DE MECANICA LTDA. ME","Brasil","PI","Teresina","Av. Valter Alencar - São Pedro","120","64019-625","(86) 3218-2899",,,,"piauimotores@outlook.com",,"-5.11674580","-42.81011290","0","0"
"144","662","JHS TRATORES LTDA. ME","Brasil","SC","Taió","Rua Hartwing Ern - Centro","73","89190-000","(47) 3562-0502",,,,"jhstratores@jhstratores.com.br",,"-27.11598470","-49.99615050","0","0"
"145","663","COML. AGRICOLA HP LTDA EPP","Brasil","SP","Paranapanema","Rua Das Epíceas - Holambra Ii","218","18725-000","(14) 3769-9900",,,,"otto.stoltenborg@gmail.com",,"-23.44670590","-48.87569470","0","0"
"146","664","AGRAMDIESEL IND E COM. DE PEÇAS LTDA","Brasil","SP","Votorantim","Av. Antonio Castanharo - Pq. Jataí","525","18117-330","(15) 3229-5777",,,,"financeiro@agpartsbr.com",,"-23.56851230","-47.45860430","0","0"
"147","665","REMPEL MÁQUINAS AGRÍCOLAS LTDA. - ME","Brasil","PR","Marechal Cândido Rondon","Av. Rio Grande Do Sul - Sala 01 - Centro","5080","85960-000","(45) 3254-2062",,,,"romagrilmaquinas@hotmail.com",,"-24.55582000","-54.05700000","0","0"
"148","666","G. V. PACHECO ME","Brasil","RS","Morrinho Do Sul","Roddovia Rs 494 - Centro","570","95577-000","(51) 3605-1016",,,,"gv.pacheco@outlook.com",,"-29.35825940","-49.93331400","0","0"
"149","667","COOPERATIVA AGROPECUARIA PASSO DA FELICIDADE - COOPERPASSO","Brasil","SC","Videira","Rodovia: Sc","135","89560-000","(49) 3566-5534",,,,"simao@cooperpasso.com.br",,"-27.00596000","-51.15165000","0","0"
"150","669","AGROPLAN MAQUINAS LTDA","Brasil","RS","Três Cachoeiras","Av. Padre Rizzeieri Dela - Centro","1149","95580-000","(51) 3667-1006",,,,"agroplanmaquinas@hotmail.com",,"-29.45582000","-49.92400000","0","0"
"151","670","MENDONÇA E OLIVEIRA LTDA","Brasil","RR","Boa Vista","Av. Ville Roy","7405","69303-445","(95) 3224-9541",,,,"jbmdeoliveira@uol.com",,"2.81493830","-60.67793120","0","0"
"152","671","ADEOMAQ COM. DE PROD E MAQ AGRICOLAS LTDA","Brasil","RS","Alpestre","Avenida Farrapos","522","98480-000","(55) 3796-1058",,,,"adeomaq@oi.com.br",,"-27.25064420","-53.03463990","0","0"
"153","672","J.M COMERCIO DE MAQUINAS LTDA EPP","Brasil","SC","Chapecó","Av. Senador Atílio Fontana - Engenho Braun","885","89809-000","(49) 3323-8857",,,,"jmmaquinasdm@gmail.com",,"-27.08862000","-52.61800000","0","0"
"154","673","RIZZI & CIA LTDA","Brasil","RS","Montenegro","Est Mauricio Cardoso Bairro:rua Barbosa",,"95200-000","(54) 3232-4472",,,,"ricardo@agrimar.com.br",,"-29.68253000","-51.46875000","0","0"
"155","675","JR MÁQUINAS AGRÍCOLAS","Brasil","MG","Montes Claros","Avenida Do Sol - Novo Delfino","650 A","39402-151","(38) 99170-5818",,,,"jrirrigacao.maquinas@gmail.com",,"-16.74202070","-43.83002060","0","0"
"156","676","NENA TRATORES E IMPLEMENTOS LTDA","Brasil","MG","Alfenas","Av. Mario Barbosa Vieira - Loteamento Trevo","954","37132-442","(35) 3292-2211",,,,"gerencia.alfenas@nenatratores.com.br ",,"-21.45638030","-45.94813920","0","0"
"157","678","TRIAMAQ","Brasil","MG","Uberlândia","Av. Prof. Minervina C. De Oliveira - Bom Jesus","2270","38400-746","(34) 3236-9001","(34) 3236-2448",,"(34) 3236-2448","triamaq@triamaq.com.br",,"-18.90746050","-48.29842910","0","0"
"158","679","PULVETEC MAQUINAS AGRICOLAS LTDA","Brasil","PE","Petrolina","Br 407, – Jardim São Paulo","320","56314-570","(87) 3867-9575",,,"(87) 3867-9575","pulvetec@uol.com.br",,"-9.38908300","-40.50309610","0","0"
"159","680","UNYTERRA MAQUINAS AGRICOLAS LTDA. (MATRIZ)","Brasil","RS","Caxias Do Sul","Rod.br.116 - Km.148","17043","95054-780","(54) 3238-8800",,,"(54) 3238-8800","gerente@unyterra.com.br",,"-29.18024001","-51.16498249","0","0"
"161","3232","NAUTICA  PEÇAS  E  AUTOMOTORES  PORTO  NOVO LTDA.","Brasil","RJ","Angrados Reis","Av. Jose Elias Rabla. 3 40 Loja A - B. Paroue Das Palmeras",,"23906-510","(24) 3365-2767",,,,"contato@nauticaportonovo.com.br",,"-22.99955046","-44.30118986","0","0"
"162","3233","AGROCENTER COMERCIAL DE HORTIFRUTIGRAJEIROS EIRELI","Brasil","PB","Campina Grande","Rua Dr.vanconcelos Loja 01 E 02 - Alto Branco","988","58401-450","(83) 3201-3482",,,,"agrocenterpb@gmail.com",,"-7.21088148","-35.88340179","0","0"
"163","3234","VIAMAQ MÁQUINAS E EQUIPAMENTOS LTDA - ME","Brasil","MS","Chapadão Do Sul","Av. Onze - Centro","99","79560-000","(67) 3562-2527",,,,"cleo.viamaq@hotmail.com",,"-18.79509012","-52.61869850","0","0"
"164","3237","MARIA APARECIDA PARADELLO TAGLIAFERRO - ME - IBRASA","Brasil","SP","Lins","Rua Pedro De Toledo - Centro","81","16400-105","(14) 3522-6120",,,,"ibrasa.lins@hotmail.com",,"-21.66979220","-49.75179342","0","0"
"165","3238","AGRICOLA RIO PRETO LTDA","Brasil","AM","Manaus","Av. Torquato Tapajos - Flores","392","69058-830","(92) 9633-4334",,,,"geovane@agroam.com.br",,"-3.07053498","-60.02535679","0","0"
"166","3239","AGRO MARITIMOS LTDA","Brasil","AM","Manaus","Av. Pres. Castelo Branco - Cachoeirinha","675 a 679","69065-010","(92) 3635-1212",,,,"agromaritimos@hotmail.com",,"-3.12943892","-60.00824116","0","0"
"167","3241","AGROCONQUISTA COM. DE TRATORES E IMPL. AGRICOLAS - EIRELLI","Brasil","RJ","Nova Friburgo","Av. Mario De Azevedo - Centro","21279","28630-590","(22) 2543-4111",,,,"josias@agroconquistamaquinas.com.br",,"-22.26890330","-42.61386339","0","0"
"168","3242","MAYCON CARDOSO REIS SÁ - ME","Brasil","MG","Novo Cruzeiro","Praça Sargento Noraldino Rosa - Centro","337","39820-000","(33) 3533-1504",,,,"mayconcasadogado@hotmail.com",,"-17.46587744","-41.87611045","0","0"
"169","3243","PANTHERA MAQUINAS PELAS E IMPLEMENTOS AGRICOLAS LTDA. (ANTIGA JB)","Brasil","PA","Ourilandia Do Norte","Av. Das Nações - Centro","1027","68390-000","(94) 3434-1422",,,,"contabilidadeizaac@hotmail.com",,"-6.74881485","-51.08779355","0","0"
"170","3244","MOI MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA","Brasil","TO","Porto Nacional","Rua 200 Quadra 258 Lote 1 A 7 Sala 2 S/nº - Porto Imperial",,"77500-000","(63) 3363-1323",,,,"moi@moimaquinas.com.br",,"-10.24523707","-48.33310041","0","0"
"171","3245","EDIMAQ-EMP. DISTR. E IMP. DE MAQS. LTDA","Brasil","RO","Porto Velho","Av. Nações Unidas - Nossa Senhora Das Graças","1609","76804-437","(69) 3211-8300",,,,"contabilidade@edimaq.com",,"-8.76868164","-63.88480693","0","0"
"172","3246","LUIZ APARECIDO CAMARGO (IRRIGAR CERTO)","Brasil","AC","Rio Branco","Rua 12 De Outubro - Placas","69","69902-768","(68) 99931-4126",,"(68) 99931-4126",,"luizrecom@hotmail.com",,"-9.94849795","-67.81401393","1","0"
"173","3247","P & S COMERCIO DE MAQUINAS LTDA","Brasil","BA","Rio Real","Rua Da Jandaira, Anexo A - Centro",,"48330-000","(75) 3426-2466",,,,"messiasoliveira@anagronorte.com.br",,"-11.48373000","-37.93445552","0","0"
"174","3248","JC FERNANDES ELETRODOMESTICOS","Brasil","AM","Santo Antonio Do Içá","Rua Alvaro Maia - Centro","719","69680-000","(97) 3461-1488",,,,,,"-3.10422329","-67.94540784","0","0"
"175","3249","OLIM AGRO CEREAIS LTDA.","Brasil","SC","São Joaquim","Av. Irineu Bornhausen - Bairro Martorano","50 - Sala 02","88600-000","(48) 3522-3040",,"(48) 99151-7761",,"luciano.lima@olim.com.br",,"-28.28937122","-49.93521795","0","0"
"176","3250","JOÃO RIBEIRO LIMA & CIA LTDA - CASA DA VARIEDADE (MATRIZ)","Brasil","CE","Ubajara","Rua 31 De Dezembro - Centro","325","62350-000","(88) 3634-1381",,,,"casadavariedade@bol.com.br",,"-3.85442283","-40.92110469","0","0"
"177","3251","COOPERATIVA AGROPECUÁRIA PASSO DA FELICIDADE - COOPERPASSO (FILIAL)","Brasil","SC","Videira","Rodovia - Sc 135 S/n - Km 125 3 - Campo Experimental",,"89560-000","(49) 3566-5534",,,,"emerson@cooperpasso.com.br",,"-27.02689231","-51.14839754","0","0"
"178","3252","FLUMISERRA M. AGR. IND COM LTDA","Brasil","RJ","Volta Redonda","Av. Almirante Adalberto Nunes ","3676","27274-200","(24) 3346-2074",,,,"flumisserra@flumisserra.com.br",,"-22.50857627","-44.12258265","0","0"
"179","3290","COMERCIAL SCARDUA","Brasil","ES","Serra","Rodovia Governador Mario Covas","4251","29278-000","(27) 3721-5412",,"(27) 9 9720-3423",,"comercial@comercialscardua.com.br","gerencia@comercialscardua.com.br","20.36244670","40.69323750","0","0"
"180","3291","COMERCIAL SCARDUA","Brasil","ES","Serra","Rodovia Governador Mario Covas","4251","29909-010","(27) 9 9913-7477",,"(27) 9 9720-3423",,"comercial@comercialscardua.com.br","gerencia@comercialscardua.com.br","19.39896590","40.10037000","0","0"
"181","3293","COMERCIAL SCARDUA","Brasil","ES","Serra","Rodovia Governador Mario Covas","4251","29162-703","(27) 3221-2391",,"(27) 9 9720-3423",,"comercial@comercialscardua.com.br","gerencia@comercialscardua.com.br","20.12790140","40.34312720","0","0"
"182","3300","OSMAR MAREGA LTDA – MAREGA IMPLEMENTOS","Brasil","PR","Maringá","Rodovia Pr 317, 2105 Pq Industrial",,"87065-005","(44) 3052-5151",,"(44) 99972-2365",,"mailto:maregaimplementos@hotmail.com",,"-23.48289800","52.00501400","0","0"
"183","3309","AGRÍCOLA CARMELITANA LTDA","Brasil","MG","Monte Carmelo","Avenida Olegário Maciel - Batuque","446","38500-000","(34) 3842-3188",,,,"carmelitana@parkmaquinas.com.br",,"-18.73334018","-47.49856507","0","0"
"184","3314","RIZZI & CIA LTDA ","Brasil","RS","Montenegro","Est Mauricio Cardoso Bairro:rua Barbosa",,"95780-000","(54) 3238-8200",,,,"lucas.dosciatti@agrimar.com.br","claudio.pereira@agrimar.com.br","-29.68656900","-51.48176800","0","0"
"185","3321","AGRO OUROVERDE LTDA","Brasil","SC","Santa Terezinha","Rua Bruno Pieczarcka - Centro","620","89199-000","(47) 3556-0010",,,,"santaterezinha@agroouroverde.agr.br",,"-26.77791135","-50.00689973","0","0"
"186","3323","IMPLEMAQ IMPLEMENTOS E MAQ. AGRICOLAS LTDA","Brasil","PR","Palmeira","Avenida Das Palmeiras - Colonia Francesa","1033","84130-000","(42) 3355-8982",,,,"felipe@implemaqagro.com.br",,"-25.44517016","-50.01133573","0","0"
"187","3324","RGM COMÉRCIO E SERVIÇOS  DE MAQ.AGRICOLAS LTDA","Brasil","MG","Muriaé","Rua Antenor Mazorque Sobrinho, Barra","194","36884-034","(32) 3722-5448",,"(32) 98892-6617",,"ranielledamatta@agrovalemg.com.br",,"-21.13030000","-42.36740000","0","0"
"188","29938","ESKINÃO VEICULOS E TRATORES LTDA","BRASIL","BA","Irecê","AV. SANTOS LOPES,","340 - B","44900-000","(74) 9 9998-0199","(74) 99934-4884",,,"georgiasoares@itealtratores.com.br",,"-11.30355500","-41.85615030","1","1"
